rule_id,statement_id,section,page_hint,rule_class,direction,target_treatment,decision_scope,condition_text,level_of_evidence,consensus_pct,voting_round,meets_80pct_table_threshold
S138R2#7,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,surgical_lp,larynx_preservation_any,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S138R2#8,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,surgical_lp,nonsurgical_lp,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S138R2#9,S138R2,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,surgical_lp,surgical_lp,"In countries with lower health-care budgets and fewer facilities, total laryngectomy might be preferred over non-surgical larynx preservation approaches due to a better cost-effectiveness profile. When local resources reduce the feasibility of organ preservation strategies, each patient should be informed about larynx preservation treatments that can be delivered elsewhere.",IV,96.9,third,True
S140R#1,S140R,Cost-effectiveness of different laryngeal preservation approaches,8,recommendation,positive,total_laryngectomy,,Voice rehabilitation should be offered to patients who underwent total laryngectomy.,II,98.5,first,True
S62#1,S62,Laryngeal function at baseline,10,contextual_selection,qualified,,larynx_preservation_any,An instrumental swallowing assessment should be performed to exclude swallowing impairment unrelated to the tumour before indicating an organ preservation treatment.,III,92.5,first,True
S64R#1,S64R,Laryngeal function at baseline,10,contextual_selection,qualified,,larynx_preservation_any,"Hypopharyngeal–laryngeal function assessment before organ preservation treatment should include patient-reported outcome measures using a validated questionnaire, such as the MD Anderson Dysphagia Inventory or Sydney Swallow Questionnaire, especially when the patient reports dysphagia.",IV,96.7,second,True
S65#1,S65,Laryngeal function at baseline,10,selection_factor,qualified,,,Impaired pharyngolaryngeal functional status and tracheostomy before any larynx preservation protocol are associated with poor functional outcomes.,IV,96.9,first,True
S67#1,S67,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,concurrent_crt,larynx_preservation_any,Patients unfit for chemotherapy are not suitable candidates for induction chemotherapy-based or chemoradiation-based approaches for laryngeal preservation.,V,93.8,first,True
S67#2,S67,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,concurrent_crt,nonsurgical_lp,Patients unfit for chemotherapy are not suitable candidates for induction chemotherapy-based or chemoradiation-based approaches for laryngeal preservation.,V,93.8,first,True
S67#3,S67,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,Patients unfit for chemotherapy are not suitable candidates for induction chemotherapy-based or chemoradiation-based approaches for laryngeal preservation.,V,93.8,first,True
S67#4,S67,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,Patients unfit for chemotherapy are not suitable candidates for induction chemotherapy-based or chemoradiation-based approaches for laryngeal preservation.,V,93.8,first,True
S68R#1,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,any comorbidity that independently results in an ECOG performance status of 2 or more,V,100.0,second,True
S68R#2,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,renal failure (defined as a creatinine clearance <50 mL/min),V,100.0,second,True
S68R#3,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,"grade ≥2 neurological disorders (diabetic neuropathy, peripheral sensory neuropathy, orthostatic hypotension, Lhermitte’s sign, seizures, and focal encephalopathy)",V,100.0,second,True
S68R#4,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,pregnancy or lactation,V,100.0,second,True
S68R#5,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,child-Pugh B or C liver disease,V,100.0,second,True
S68R#6,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,grade >2 bone marrow disorders (haemoglobin level under 8 g/dL; neutrophil count <1000 cells per µL or platelet count < 100 000 cells per µL),V,100.0,second,True
S68R#7,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,congestive heart failure class III or IV according to the New York Heart Association despite cardiovascular optimisation therapy,V,100.0,second,True
S68R#8,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,congestive heart failure NYHA class I or II with left ventricular ejection fraction equal to or under 50%,V,100.0,second,True
S68R#9,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,uncontrolled chronic viral HBV or HCV infection without antiviral treatment,V,100.0,second,True
S68R#10,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,HIV infection with a CD4 cell count <200 cells per µL,V,100.0,second,True
S68R#11,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,detectable viral load,V,100.0,second,True
S68R#12,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,and AIDS,V,100.0,second,True
S68R#13,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,hypersensitivity to platinum-based therapy,V,100.0,second,True
S68R#14,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,severe psychiatric disorders interfering with treatment compliance,V,100.0,second,True
S68R#15,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,nonsurgical_lp,and uncontrolled insulin-dependent diabetes,V,100.0,second,True
S68R#16,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,any comorbidity that independently results in an ECOG performance status of 2 or more,V,100.0,second,True
S68R#17,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,renal failure (defined as a creatinine clearance <50 mL/min),V,100.0,second,True
S68R#18,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,"grade ≥2 neurological disorders (diabetic neuropathy, peripheral sensory neuropathy, orthostatic hypotension, Lhermitte’s sign, seizures, and focal encephalopathy)",V,100.0,second,True
S68R#19,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,pregnancy or lactation,V,100.0,second,True
S68R#20,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,child-Pugh B or C liver disease,V,100.0,second,True
S68R#21,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,grade >2 bone marrow disorders (haemoglobin level under 8 g/dL; neutrophil count <1000 cells per µL or platelet count < 100 000 cells per µL),V,100.0,second,True
S68R#22,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,congestive heart failure class III or IV according to the New York Heart Association despite cardiovascular optimisation therapy,V,100.0,second,True
S68R#23,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,congestive heart failure NYHA class I or II with left ventricular ejection fraction equal to or under 50%,V,100.0,second,True
S68R#24,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,uncontrolled chronic viral HBV or HCV infection without antiviral treatment,V,100.0,second,True
S68R#25,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,HIV infection with a CD4 cell count <200 cells per µL,V,100.0,second,True
S68R#26,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,detectable viral load,V,100.0,second,True
S68R#27,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,and AIDS,V,100.0,second,True
S68R#28,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,hypersensitivity to platinum-based therapy,V,100.0,second,True
S68R#29,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,severe psychiatric disorders interfering with treatment compliance,V,100.0,second,True
S68R#30,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,ict_rt,larynx_preservation_any,and uncontrolled insulin-dependent diabetes,V,100.0,second,True
S68R#31,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,any comorbidity that independently results in an ECOG performance status of 2 or more,V,100.0,second,True
S68R#32,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,renal failure (defined as a creatinine clearance <50 mL/min),V,100.0,second,True
S68R#33,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,"grade ≥2 neurological disorders (diabetic neuropathy, peripheral sensory neuropathy, orthostatic hypotension, Lhermitte’s sign, seizures, and focal encephalopathy)",V,100.0,second,True
S68R#34,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,pregnancy or lactation,V,100.0,second,True
S68R#35,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,child-Pugh B or C liver disease,V,100.0,second,True
S68R#36,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,grade >2 bone marrow disorders (haemoglobin level under 8 g/dL; neutrophil count <1000 cells per µL or platelet count < 100 000 cells per µL),V,100.0,second,True
S68R#37,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,congestive heart failure class III or IV according to the New York Heart Association despite cardiovascular optimisation therapy,V,100.0,second,True
S68R#38,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,congestive heart failure NYHA class I or II with left ventricular ejection fraction equal to or under 50%,V,100.0,second,True
S68R#39,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,uncontrolled chronic viral HBV or HCV infection without antiviral treatment,V,100.0,second,True
S68R#40,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,HIV infection with a CD4 cell count <200 cells per µL,V,100.0,second,True
S68R#41,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,detectable viral load,V,100.0,second,True
S68R#42,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,and AIDS,V,100.0,second,True
S68R#43,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,hypersensitivity to platinum-based therapy,V,100.0,second,True
S68R#44,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,severe psychiatric disorders interfering with treatment compliance,V,100.0,second,True
S68R#45,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,and uncontrolled insulin-dependent diabetes,V,100.0,second,True
S68R#46,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,any comorbidity that independently results in an ECOG performance status of 2 or more,V,100.0,second,True
S68R#47,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,renal failure (defined as a creatinine clearance <50 mL/min),V,100.0,second,True
S68R#48,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,"grade ≥2 neurological disorders (diabetic neuropathy, peripheral sensory neuropathy, orthostatic hypotension, Lhermitte’s sign, seizures, and focal encephalopathy)",V,100.0,second,True
S68R#49,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,pregnancy or lactation,V,100.0,second,True
S68R#50,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,child-Pugh B or C liver disease,V,100.0,second,True
S68R#51,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,grade >2 bone marrow disorders (haemoglobin level under 8 g/dL; neutrophil count <1000 cells per µL or platelet count < 100 000 cells per µL),V,100.0,second,True
S68R#52,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,congestive heart failure class III or IV according to the New York Heart Association despite cardiovascular optimisation therapy,V,100.0,second,True
S68R#53,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,congestive heart failure NYHA class I or II with left ventricular ejection fraction equal to or under 50%,V,100.0,second,True
S68R#54,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,uncontrolled chronic viral HBV or HCV infection without antiviral treatment,V,100.0,second,True
S68R#55,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,HIV infection with a CD4 cell count <200 cells per µL,V,100.0,second,True
S68R#56,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,detectable viral load,V,100.0,second,True
S68R#57,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,and AIDS,V,100.0,second,True
S68R#58,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,hypersensitivity to platinum-based therapy,V,100.0,second,True
S68R#59,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,severe psychiatric disorders interfering with treatment compliance,V,100.0,second,True
S68R#60,S68R,Which comorbidities are contraindications and to what extent?,10,absolute_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,and uncontrolled insulin-dependent diabetes,V,100.0,second,True
S69R#1,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,reatinine clearance of 50–60 mL/min,V,91.5,first,True
S69R#2,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,grade >1 hearing or neurological disorders,V,91.5,first,True
S69R#3,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,grade 2 bone marrow,V,91.5,first,True
S69R#4,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,liver,V,91.5,first,True
S69R#5,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,and lung disorders,V,91.5,first,True
S69R#6,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,previous heart disease,V,91.5,first,True
S69R#7,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,diabetes,V,91.5,first,True
S69R#8,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,recurrent pulmonary infections,V,91.5,first,True
S69R#9,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,concomitant use of nephrotoxic drugs,V,91.5,first,True
S69R#10,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,HIV infection with CD4 cell count 200–350 cells per µL,V,91.5,first,True
S69R#11,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,nonsurgical_lp,and impaired social and economic support,V,91.5,first,True
S69R#12,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,reatinine clearance of 50–60 mL/min,V,91.5,first,True
S69R#13,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,grade >1 hearing or neurological disorders,V,91.5,first,True
S69R#14,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,grade 2 bone marrow,V,91.5,first,True
S69R#15,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,liver,V,91.5,first,True
S69R#16,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,and lung disorders,V,91.5,first,True
S69R#17,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,previous heart disease,V,91.5,first,True
S69R#18,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,diabetes,V,91.5,first,True
S69R#19,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,recurrent pulmonary infections,V,91.5,first,True
S69R#20,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,concomitant use of nephrotoxic drugs,V,91.5,first,True
S69R#21,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,HIV infection with CD4 cell count 200–350 cells per µL,V,91.5,first,True
S69R#22,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,ict_rt,larynx_preservation_any,and impaired social and economic support,V,91.5,first,True
S69R#23,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,reatinine clearance of 50–60 mL/min,V,91.5,first,True
S69R#24,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,grade >1 hearing or neurological disorders,V,91.5,first,True
S69R#25,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,grade 2 bone marrow,V,91.5,first,True
S69R#26,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,liver,V,91.5,first,True
S69R#27,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,and lung disorders,V,91.5,first,True
S69R#28,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,previous heart disease,V,91.5,first,True
S69R#29,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,diabetes,V,91.5,first,True
S69R#30,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,recurrent pulmonary infections,V,91.5,first,True
S69R#31,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,concomitant use of nephrotoxic drugs,V,91.5,first,True
S69R#32,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,HIV infection with CD4 cell count 200–350 cells per µL,V,91.5,first,True
S69R#33,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,nonsurgical_lp,and impaired social and economic support,V,91.5,first,True
S69R#34,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,reatinine clearance of 50–60 mL/min,V,91.5,first,True
S69R#35,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,grade >1 hearing or neurological disorders,V,91.5,first,True
S69R#36,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,grade 2 bone marrow,V,91.5,first,True
S69R#37,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,liver,V,91.5,first,True
S69R#38,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,and lung disorders,V,91.5,first,True
S69R#39,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,previous heart disease,V,91.5,first,True
S69R#40,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,diabetes,V,91.5,first,True
S69R#41,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,recurrent pulmonary infections,V,91.5,first,True
S69R#42,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,concomitant use of nephrotoxic drugs,V,91.5,first,True
S69R#43,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,HIV infection with CD4 cell count 200–350 cells per µL,V,91.5,first,True
S69R#44,S69R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,cisplatin_high_dose,larynx_preservation_any,and impaired social and economic support,V,91.5,first,True
S71R#1,S71R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,,,"To evaluate both absolute and relative contraindications to administering cisplatin, every patient considered for cisplatin treatment should undergo a blood test including a complete blood count, renal and liver function, audiometry, and nutritional status evaluation. Other tests that might be useful to evaluate patients are serology for hepatitis B and C, HIV, and, in patients with a previous history of cardiac or pulmonary comorbidities, left ventricular ejection fraction (echocardiogram or multigated acquisition scan) and lung function (spirometry).",V,100.0,second,True
S72R#1,S72R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,cetuximab_concurrent,nonsurgical_lp,Carboplatin-based treatment or cetuximab can be considered as concurrent treatment in patients unfit for any schedule of cisplatin-based chemotherapy who refuse total laryngectomy.,II,90.4,second,True
S72R#2,S72R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,cetuximab_concurrent,larynx_preservation_any,Carboplatin-based treatment or cetuximab can be considered as concurrent treatment in patients unfit for any schedule of cisplatin-based chemotherapy who refuse total laryngectomy.,II,90.4,second,True
S72R#3,S72R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,carboplatin_5fu,nonsurgical_lp,Carboplatin-based treatment or cetuximab can be considered as concurrent treatment in patients unfit for any schedule of cisplatin-based chemotherapy who refuse total laryngectomy.,II,90.4,second,True
S72R#4,S72R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,carboplatin_5fu,larynx_preservation_any,Carboplatin-based treatment or cetuximab can be considered as concurrent treatment in patients unfit for any schedule of cisplatin-based chemotherapy who refuse total laryngectomy.,II,90.4,second,True
S73R#1,S73R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,concurrent_crt,nonsurgical_lp,"For patients unfit for any systemic treatment who decline total laryngectomy , hyperfractionated or accelerated radiotherapy alone could be offered. Due to the expected lower oncological outcome compared with the two validated chemoradiation approaches, careful follow-up is suggested to avoid delay in salvage surgery.",II,98.1,second,True
S73R#2,S73R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,concurrent_crt,larynx_preservation_any,"For patients unfit for any systemic treatment who decline total laryngectomy , hyperfractionated or accelerated radiotherapy alone could be offered. Due to the expected lower oncological outcome compared with the two validated chemoradiation approaches, careful follow-up is suggested to avoid delay in salvage surgery.",II,98.1,second,True
S73R#3,S73R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,rt_accelerated,nonsurgical_lp,"For patients unfit for any systemic treatment who decline total laryngectomy , hyperfractionated or accelerated radiotherapy alone could be offered. Due to the expected lower oncological outcome compared with the two validated chemoradiation approaches, careful follow-up is suggested to avoid delay in salvage surgery.",II,98.1,second,True
S73R#4,S73R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,rt_accelerated,larynx_preservation_any,"For patients unfit for any systemic treatment who decline total laryngectomy , hyperfractionated or accelerated radiotherapy alone could be offered. Due to the expected lower oncological outcome compared with the two validated chemoradiation approaches, careful follow-up is suggested to avoid delay in salvage surgery.",II,98.1,second,True
S73R#5,S73R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,rt_alone,nonsurgical_lp,"For patients unfit for any systemic treatment who decline total laryngectomy , hyperfractionated or accelerated radiotherapy alone could be offered. Due to the expected lower oncological outcome compared with the two validated chemoradiation approaches, careful follow-up is suggested to avoid delay in salvage surgery.",II,98.1,second,True
S73R#6,S73R,Which comorbidities are contraindications and to what extent?,10,fallback_option,positive,rt_alone,larynx_preservation_any,"For patients unfit for any systemic treatment who decline total laryngectomy , hyperfractionated or accelerated radiotherapy alone could be offered. Due to the expected lower oncological outcome compared with the two validated chemoradiation approaches, careful follow-up is suggested to avoid delay in salvage surgery.",II,98.1,second,True
S74R#1,S74R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,,nonsurgical_lp,"Gene repair disorders (ie, xeroderma pigmentosum, ataxia-telangiectasia, and Fanconi anaemia) preclude a non-surgical larynx-preservation approach; previous radiotherapy to the neck is a relative contraindication depending on previous doses, volumes, and time elapsed from treatment.",IV,94.5,second,True
S74R#2,S74R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,,surgical_lp,"Gene repair disorders (ie, xeroderma pigmentosum, ataxia-telangiectasia, and Fanconi anaemia) preclude a non-surgical larynx-preservation approach; previous radiotherapy to the neck is a relative contraindication depending on previous doses, volumes, and time elapsed from treatment.",IV,94.5,second,True
S74R#3,S74R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,,larynx_preservation_any,"Gene repair disorders (ie, xeroderma pigmentosum, ataxia-telangiectasia, and Fanconi anaemia) preclude a non-surgical larynx-preservation approach; previous radiotherapy to the neck is a relative contraindication depending on previous doses, volumes, and time elapsed from treatment.",IV,94.5,second,True
S75R#1,S75R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,,larynx_preservation_any,Neurodegenerative and neuromuscular diseases potentially affecting swallowing and respiratory functions might be a contraindication to larynx preservation treatments (surgical and non-surgical).,V,95.2,second,True
S76#1,S76,Which comorbidities are contraindications and to what extent?,10,contextual_selection,qualified,,larynx_preservation_any,"It is important to define pre-existing comorbidities (and their clinical effect) when making treatment decisions in the organ preservation setting. Since performance status is not reliable as a prognostic measure substitute for assessing comorbidities, different tools have been developed to measure and quantify patient comorbidities. Some of the more commonly used assessment tools are the Adult Comorbidity Evaluation-27 and the Charlson Comorbidity Index.",III,95.2,first,True
